sourceId,start,end
6,65856296,65883745
11,61023020,61048969
4,61510881,61534430
9,139636120,139659319
6,67193146,67215145
4,32468428,32484477
21,22886281,22901280
18,65911109,65925008
19,1006996,1019295
6,65813646,65824845
4,70709137,70717586
5,28275805,28282204
7,9232955,9238704
1,105253042,105257291
11,41816420,41820519
11,38299670,38306119
18,69579409,69885308
17,21557273,21684891
4,162405076,162438525
6,52622808,52653607
9,106567370,106572169
5,23279955,23628654
8,51758387,51881536
9,106005120,106102669
5,27569605,27660104
4,70943837,71014686
5,27377355,27427554
9,105424020,105473019
5,28732755,28768954
12,17969886,18003485
22,20324423,20330322
10,18840824,18863173
19,30001806,30006505
3,136020013,136028762
1,232891742,232898591
20,59568755,59590254
7,157765819,157780818
12,33385936,33395935
10,114112590,114117539
4,112237627,112243476
5,23896105,23920554
10,107995090,108006689
4,133179026,133197575
14,44715114,44724213
18,57591359,60942958
15,61686055,61699454
7,9127105,9231654
18,47699391,49196640
18,50465941,51134140
18,47036441,47690240
18,54740691,54940390
13,94290550,94463099
11,61023020,61048969
11,38299670,38306119
18,49200041,50461540
6,52622808,52653607
2,189118878,189123227
10,18840824,18863173
20,29803910,31607188
20,29803910,31607188
20,29803910,31607188
20,29803910,31607188
20,29803910,31607188
20,29803910,31607188
19,30001806,30006505
20,61070405,61078854
3,136020013,136028762
12,8363886,8395335
8,1835483,1839482
1,228254442,228260891
1,232891742,232898591
20,59568755,59590254
7,157765819,157780818
12,6637142,6650091
12,8894336,8899735
12,8849236,8852235
13,19500001,101700000
1,198773092,198776291
15,22832006,23227205
1,175156842,175164041
12,12025536,12028735
13,20987851,21016200
10,133452740,133458239
8,112285664,112304313
12,8363886,8395335
2,13686222,14335171
10,6676774,6798923
2,13585022,13677821
6,31138488,31142587
2,233253779,233301778
4,173426251,173433200
15,22832006,23227205
1,175156842,175164041
1,230135992,230266341
1,229629192,229643641
1,228966442,228970841
13,20987851,21016200
9,138475870,138483669
20,26261000,26319569
2,189118878,189123227
10,18840824,18863173
20,29803910,31607188
20,29803910,31607188
20,29803910,31607188
20,29803910,31607188
20,29803910,31607188
2,628423,634222
1,711052,847801
19,27732251,28102205
7,65239645,65294444
3,131707363,131714562
8,112285664,112304313
12,8363886,8395335
7,54594336,54601085
1,201725542,203350641
20,31856339,32115188
20,31784039,31851638
1,66125177,66129876
2,13686222,14335171
10,6676774,6798923
20,32237939,32330788
2,13585022,13677821
1,203392492,203412841
2,76835365,76848464
6,31138488,31142587
2,233253779,233301778
3,10237153,10246652
1,200591292,200598641
3,9362303,9368602
4,173426251,173433200
16,18586660,18691409
5,119527913,119628062
3,4242603,4276802
2,189118878,189123227
10,18840824,18863173
10,96868440,96877689
20,29803910,31607188
20,29803910,31607188
20,29803910,31607188
20,29803910,31607188
6,153954424,153967023
9,83958421,83975720
4,93538553,93580502
3,131707363,131714562
8,112285664,112304313
22,18877423,19021072
22,18877423,19021072
5,92300001,180915260
18,43500000,78077248
15,1,102531392
17,1,81195210
2,241845150,241877549
4,173426251,173433200
11,48365970,48389619
10,31441474,31447273
3,192388309,192392958
7,4155504,4162753
4,112237627,112243476
5,23896105,23920554
2,196170578,196175027
2,129783753,129788052
14,44715114,44724213
19,42058856,42063255
8,5993432,6042681
1,220938842,220956991
2,189118878,189123227
1,109568142,109583091
7,155196619,155202018
8,7195930,7838129
5,117876763,117881962
17,62901304,62923703
2,97845896,97911654
11,73467148,73672797
10,31441474,31447273
3,192388309,192392958
7,4155504,4162753
4,112237627,112243476
5,23896105,23920554
2,196170578,196175027
2,129783753,129788052
14,44715114,44724213
7,56759236,56770235
19,42058856,42063255
8,5993432,6042681
1,220938842,220956991
2,130889403,130958152
2,205516528,205520027
2,189118878,189123227
20,29803910,31607188
20,29803910,31607188
1,109568142,109583091
7,155196619,155202018
17,77674021,77684270
11,73467148,73672797
2,241845150,241877549
4,173426251,173433200
1,198773092,198776291
2,242862750,243101834
2,242862750,243101834
17,19916,52415
4,112237627,112243476
5,23896105,23920554
8,43569233,43694232
2,33763669,33768018
6,95452196,95534895
2,30622069,30628618
9,23909891,23917090
11,99487836,99492735
2,189118878,189123227
1,711052,847801
7,155196619,155202018
4,93538553,93580502
9,44384995,44652944
20,61070405,61078854
9,40475836,40661290
12,8363886,8395335
3,166052959,166355408
6,168716068,168719567
8,131060408,131063457
3,165775109,165821608
3,45244749,45289498
2,112073852,112139851
2,241845150,241877549
4,173426251,173433200
1,198773092,198776291
2,242862750,243101834
2,242862750,243101834
17,19916,52415
4,112237627,112243476
5,23896105,23920554
8,43569233,43694232
2,33763669,33768018
6,95452196,95534895
2,30622069,30628618
9,23909891,23917090
2,189118878,189123227
20,29803910,31607188
20,29803910,31607188
12,125023750,125027399
7,155196619,155202018
17,77674021,77684270
9,44384995,44652944
5,117876763,117881962
9,40475836,40661290
12,8363886,8395335
3,166052959,166355408
6,168716068,168719567
3,165775109,165821608
3,45244749,45289498
2,112484252,112520151
2,112073852,112139851
10,31441474,31447273
9,137209870,137231369
8,43569233,43694232
19,1456896,1472995
10,107995090,108006689
1,234314942,234325491
6,62924758,62930307
13,95196300,95202249
8,46838889,46988174
1,189601942,189634091
22,30335423,30364072
6,32835739,32846188
6,32427739,32433538
3,192304109,192313708
6,32687789,32692938
6,132707174,132713273
9,23050441,23088890
5,150256619,150285768
13,39933101,39937900
5,168909534,168913833
22,23477623,23480622
11,91369848,91376497
12,34759436,34856694
12,104218823,104273172
12,55731086,55768985
12,99995722,100018771
7,61781595,62745394
7,61781595,62745394
10,42532324,42784473
9,44384995,44652944
8,7195930,7838129
9,40475836,40661290
4,49090819,49660117
1,142535806,143544341
10,51294274,51497623
9,46881495,47213220
1,121360192,121485413
9,65968362,66481470
1,135302,587151
1,148176040,148654190
3,75418763,75637412
1,145152558,145368157
9,45727295,45788144
5,7412812,7469511
14,63565961,63760160
9,44767695,44853444
18,14340989,14422538
2,241845150,241877549
4,173426251,173433200
1,198773092,198776291
10,31441474,31447273
9,137209870,137231369
5,23896105,23920554
8,43569233,43694232
14,105604219,105690618
11,1072396,1086845
8,142559608,142567407
10,107995090,108006689
7,56759236,56770235
6,62924758,62930307
12,104729873,104733122
13,95196300,95202249
4,3445128,3450877
8,46838889,46988174
3,192304109,192313708
6,132707174,132713273
15,71880693,71884892
3,90258263,90504854
11,91369848,91376497
2,189118878,189123227
7,61781595,62745394
7,61781595,62745394
8,7195930,7838129
6,104916574,104937823
12,11502236,11557735
9,117083270,117091519
5,7412812,7469511
14,63565961,63760160
4,173426251,173433200
2,242862750,243101834
19,21750756,21758805
2,30622069,30628618
9,23909891,23917090
10,83883900,83890099
3,89401463,89419262
19,57472534,57479933
2,189118878,189123227
10,18840824,18863173
16,46402010,46501409
10,96868440,96877689
2,628423,634222
8,145535532,145563181
22,23898973,23903522
16,1268760,1377859
12,74102186,74106485
13,57746600,57825149
19,1220546,1261245
19,1456896,1472995
4,2043828,2070927
9,44384995,44652944
4,6783075,6789974
4,9966328,9972477
2,241757650,241760849
3,166052959,166355408
14,105604219,105690618
16,48417510,48420659
6,32658039,32664488
9,137209870,137231369
3,165775109,165821608
16,3928960,3945359
7,992204,1004003
8,144678747,144686246
2,136097453,136102402
10,13569124,13572323
10,734230,736879
2,47796069,47804718
19,34971506,34974655
2,241845150,241877549
4,173426251,173433200
2,242862750,243101834
4,112237627,112243476
2,33763669,33768018
19,21750756,21758805
2,30622069,30628618
9,23909891,23917090
10,83883900,83890099
6,168755518,168760617
3,89401463,89419262
19,57472534,57479933
13,45041651,45044850
2,189118878,189123227
10,18840824,18863173
13,57746600,57825149
9,44384995,44652944
9,136931420,136944019
9,40475836,40661290
12,8363886,8395335
3,166052959,166355408
12,11502236,11557735
2,112073852,112139851
4,173426251,173433200
1,198773092,198776291
2,242862750,243101834
4,112237627,112243476
15,22832006,23227205
6,95452196,95534895
19,21750756,21758805
10,83883900,83890099
5,36448555,36462304
3,89401463,89419262
16,1268760,1377859
9,44384995,44652944
6,57617758,57641957
9,40475836,40661290
12,16418436,16421935
3,166052959,166355408
12,11502236,11557735
3,45244749,45289498
4,173426251,173433200
1,198773092,198776291
2,242862750,243101834
4,112237627,112243476
1,234314942,234325491
6,95452196,95534895
19,21750756,21758805
10,83883900,83890099
5,36448555,36462304
3,89401463,89419262
17,78460671,78464570
20,26261000,26319569
2,189118878,189123227
10,18840824,18863173
16,46402010,46501409
10,96868440,96877689
6,62178591,62231107
1,711052,847801
19,27732251,28102205
7,61781595,62745394
11,54793270,54996119
4,146917676,146928575
10,42532324,42784473
3,90258263,90504854
5,6711562,6715661
3,131707363,131714562
9,44384995,44652944
9,136931420,136944019
10,39061474,39154470
10,42356346,42399273
6,57617758,57641957
4,1871378,1875227
7,57713688,57764287
9,40475836,40661290
3,166052959,166355408
3,51037413,51072712
6,32658039,32664488
3,165775109,165821608
3,45244749,45289498
9,114244870,114254469
7,26139355,26146104
6,95192446,95203245
5,21994505,22016154
22,42521329,42538628
19,53315834,53320083
2,241845150,241877549
11,48365970,48389619
7,4155504,4162753
2,33763669,33768018
4,92270703,92286102
11,20843870,20850719
14,44715114,44724213
14,99177311,99194560
2,76940065,76950064
1,99404177,99408076
15,53973605,53977354
10,18840824,18863173
2,628423,634222
21,42845182,42848531
10,133452740,133458239
4,93538553,93580502
19,1220546,1261245
19,1456896,1472995
3,136020013,136028762
9,40475836,40661290
11,24274370,24291769
3,11979003,11986152
4,93856603,93873902
7,54594336,54601085
10,85342300,85353849
8,138125158,138128257
12,84578422,84597621
2,188472978,188516027
5,162850134,162864133
17,1,81195210
11,48365970,48389619
7,4155504,4162753
2,33763669,33768018
4,101958153,101966252
4,92270703,92286102
11,20843870,20850719
14,44715114,44724213
14,26282524,26285673
14,99177311,99194560
2,76940065,76950064
13,39933101,39937900
1,99404177,99408076
15,53973605,53977354
10,18840824,18863173
2,628423,634222
21,42845182,42848531
1,109568142,109583091
10,133452740,133458239
4,93538553,93580502
3,136020013,136028762
7,54594336,54601085
2,188472978,188516027
5,162850134,162864133
2,241845150,241877549
7,4155504,4162753
4,112237627,112243476
2,208683378,208776827
17,66096529,66174170
11,9315970,9329719
2,189118878,189123227
10,18840824,18863173
21,42845182,42848531
1,109568142,109583091
10,133452740,133458239
12,125023750,125027399
4,130065676,130069225
8,131060408,131063457
2,71993915,71999964
16,2996260,3062909
4,1079126,1084875
3,98898063,98903162
2,241845150,241877549
11,48365970,48389619
7,4155504,4162753
4,112237627,112243476
3,2494353,2498752
2,208683378,208776827
17,66096529,66174170
2,189118878,189123227
10,18840824,18863173
20,29803910,31607188
20,29803910,31607188
20,29803910,31607188
20,29803910,31607188
2,628423,634222
21,42845182,42848531
1,109568142,109583091
12,125023750,125027399
4,93538553,93580502
12,74102186,74106485
10,126194340,126197339
4,130065676,130069225
8,131060408,131063457
6,126180974,126187823
16,2996260,3062909
2,241845150,241877549
11,48365970,48389619
5,23896105,23920554
10,107995090,108006689
3,71773213,71805112
6,35624189,35630638
13,63954600,64042299
1,246408442,246426941
9,22140791,22143990
1,246260542,246377141
17,67766221,67816520
2,189118878,189123227
10,18840824,18863173
21,42845182,42848531
12,125023750,125027399
7,155196619,155202018
17,77674021,77684270
9,132204270,132218019
20,61070405,61078854
1,81402027,81418876
13,114919849,114931198
10,91496250,91504649
15,40100001,102531392
15,40100001,44800000
1,243700000,249250621
2,93300001,243199373
2,93300000,243199373
3,1,74200000
21,31500001,48129895
4,123800001,191154276
17,70900000,81195210
5,1,180915260
7,1,159138663
14,1,107349540
9,1,141213431
17,1,81195210
10,1,135534747
19,1,59128983
12,1,133851895
20,1,55000000
8,55500000,146364022
22,14700001,51304566
6,105500001,171115067
13,110300000,115169878
1,1,249250621
X,1,155270560
17,1,81195210
8,1,146364022
8,1,146364022
1,1,249250621
12,1,133851895
4,173426251,173433200
10,31441474,31447273
4,112237627,112243476
8,43569233,43694232
7,56759236,56770235
5,1056662,1078361
5,1056662,1078361
12,91721122,91724471
10,18840824,18863173
21,42845182,42848531
1,109568142,109583091
6,153954424,153967023
19,27732251,28102205
10,133452740,133458239
12,125023750,125027399
9,83958421,83975720
4,146917676,146928575
3,32101099,32107698
2,18999692,19004291
Y,1,59373566
2,1,243199373
3,1,198022430
4,1,191154276
5,1,180915260
8,1,146364022
9,1,141213431
10,1,135534747
16,1,90354753
17,1,81195210
18,1,78077248
7,1,159138663
4,173426251,173433200
1,198773092,198776291
5,23896105,23920554
14,44715114,44724213
6,35624189,35630638
19,51508734,51511983
7,56759236,56770235
6,62924758,62930307
22,23477623,23480622
15,22651333,22677582
10,18840824,18863173
21,42845182,42848531
1,109568142,109583091
10,133452740,133458239
1,229663292,230131691
16,546310,557759
8,87187874,87194873
2,242862750,243101834
2,242862750,243101834
8,43569233,43694232
8,70319636,70325935
6,35624189,35630638
4,188040882,188044331
3,9362303,9368602
19,11294096,11297345
21,42845182,42848531
12,125023750,125027399
19,30001806,30006505
17,77674021,77684270
13,57746600,57825149
8,131060408,131063457
5,57322655,57334204
2,242862750,243101834
8,43569233,43694232
8,70319636,70325935
6,35624189,35630638
4,188040882,188044331
1,207541092,207546491
3,9362303,9368602
21,42845182,42848531
10,133452740,133458239
12,125023750,125027399
8,131060408,131063457
5,57322655,57334204
11,48365970,48389619
1,198773092,198776291
2,242862750,243101834
2,242862750,243101834
7,4155504,4162753
2,33763669,33768018
2,196170578,196175027
15,25419254,25463303
17,34763403,34791002
2,189118878,189123227
21,42845182,42848531
1,109568142,109583091
12,125023750,125027399
7,155196619,155202018
19,30001806,30006505
13,57746600,57825149
19,1220546,1261245
9,44384995,44652944
4,130065676,130069225
9,40475836,40661290
4,20404078,20426577
1,102079877,102121176
9,107361520,107380869
6,19683638,19689287
2,241845150,241877549
1,198773092,198776291
2,242862750,243101834
2,242862750,243101834
2,242862750,243101834
7,4155504,4162753
2,33763669,33768018
2,196170578,196175027
6,35624189,35630638
15,25419254,25463303
14,26282524,26285673
17,34763403,34791002
2,189118878,189123227
21,42845182,42848531
1,109568142,109583091
10,133452740,133458239
7,155196619,155202018
9,132204270,132218019
13,57746600,57825149
1,229663292,230131691
4,130065676,130069225
3,196057806,196067555
1,102079877,102121176
9,107361520,107380869
4,183568132,183572831
20,29400001,63025520
17,38100001,81195210
7,147900000,159138663
17,1,10700000
17,24000000,81195210
12,1,35800000
11,92800001,121200000
1,198773092,198776291
4,112237627,112243476
2,33763669,33768018
7,4823004,4846653
4,149098926,149102425
4,188040882,188044331
1,168571341,168575140
12,40497236,40500885
7,5881054,5887053
2,132158853,132202452
20,16662100,16667049
10,18840824,18863173
16,46402010,46501409
2,628423,634222
21,42845182,42848531
1,109568142,109583091
10,133452740,133458239
7,155196619,155202018
19,30001806,30006505
12,74102186,74106485
9,132204270,132218019
10,126194340,126197339
13,57746600,57825149
1,229663292,230131691
3,136020013,136028762
12,16418436,16421935
8,1835483,1839482
3,11979003,11986152
4,20404078,20426577
11,121061536,121216385
2,112484252,112520151
7,31589355,31593704
17,37432640,37459489
4,173426251,173433200
1,198773092,198776291
17,19916,52415
9,137209870,137231369
21,36260132,36263731
18,76738501,76741900
7,4823004,4846653
7,992204,1004003
14,105313119,105363218
11,1241720,1266919
2,239132934,239150883
4,149364476,149367975
16,49888160,49893959
5,56246055,56249154
16,48417510,48420659
11,544096,568345
13,110433350,110442449
3,11757553,11763952
10,92616300,92619599
15,73659094,73662143
9,38065541,38070990
9,137279970,137303919
3,126067563,126079862
5,60625355,60630854
12,93962972,93966771
1,85665127,85668576
5,76504906,76508255
2,25562119,25566318
3,123165813,123169762
2,20422292,20426141
15,27111304,27114303
15,78110192,78113491
2,24712719,24715868
20,59822005,59829354
17,43905985,43925385
16,84223360,84232409
1,53791477,53794926
17,27892690,27943389
12,27928386,27934885
5,14142512,14146161
1,248545592,248548941
9,35604141,35611890
20,47243493,47250692
10,92921400,92924649
10,81203624,81206723
5,14870562,14873611
10,75632674,75635623
13,96741250,96744199
4,122871276,122873975
12,106636923,106643022
5,56109905,56113204
6,35463239,35466738
19,19837096,19840495
12,91721122,91724471
9,9841191,9861390
9,9889941,9897940
4,60287931,60295330
3,183541759,183547058
10,18840824,18863173
16,46402010,46501409
2,628423,634222
1,109568142,109583091
12,37868436,38954035
17,77674021,77684270
1,229663292,230131691
22,42431127,42448326
13,113785150,113793749
7,156771569,156777768
2,97845896,97911654
17,37997340,38020189
1,1029402,1041001
4,1414726,1423146
17,510166,518415
3,185534909,185541208
6,31336138,31342337
17,37432640,37459489
17,42726340,42763689
17,30310503,30332702
1,26446778,26465477
10,72855774,72871273
4,1059576,1066475
17,91066,95065
20,62747656,62767805
7,155138424,155142126
19,37968506,37971005
2,241845150,241877549
4,173426251,173433200
1,198773092,198776291
3,162129009,162156108
2,129783753,129788052
20,26261000,26319569
10,18840824,18863173
2,628423,634222
21,42845182,42848531
1,711052,847801
6,153954424,153967023
19,27732251,28102205
11,54793270,54996119
4,60814481,60818680
3,90258263,90504854
5,6711562,6715661
3,131707363,131714562
4,130065676,130069225
7,57713688,57764287
12,16418436,16421935
2,106694141,106701290
8,9478130,9501829
16,48417510,48420659
2,241845150,241877549
4,173426251,173433200
2,33763669,33768018
2,196170578,196175027
14,102177211,102181010
11,20843870,20850719
6,132707174,132713273
2,222084829,222090628
10,89232550,89254949
10,81485488,81501297
20,26261000,26319569
2,189118878,189123227
10,18840824,18863173
16,46402010,46501409
10,96868440,96877689
2,628423,634222
6,62178591,62231107
19,27732251,28102205
9,83958421,83975720
1,224200842,224217791
7,155196619,155202018
8,145535532,145563181
12,37868436,38954035
18,46023991,46041340
3,90258263,90504854
16,1268760,1377859
12,74102186,74106485
19,1220546,1261245
19,1456896,1472995
3,131707363,131714562
20,62446706,62469705
4,6783075,6789974
22,42431127,42448326
16,1013960,1038009
13,113785150,113793749
2,241757650,241760849
4,171063551,171074050
15,78110192,78113491
12,16418436,16421935
16,88553560,88617659
7,73825694,73875843
20,59822005,59829354
9,138794770,138801019
14,105604219,105690618
16,48417510,48420659
6,34696789,34705588
3,51037413,51072712
7,156771569,156777768
9,137209870,137231369
2,242862750,243101834
8,77544235,77558684
7,992204,1004003
1,206282142,206288591
2,172905477,172910826
4,88927402,88931801
8,1948133,1952282
8,138125158,138128257
17,30808503,30834152
16,47176260,47195009
9,114244870,114254469
14,103241761,103250660
3,196932106,196940305
21,11184831,11188129
16,57360360,57369159
9,136855670,136859519
9,139007870,139021569
19,1527946,1578195
6,107434524,107440523
21,47587474,47592023
7,191047,195246
3,196694556,196697655
4,185745582,185748531
14,100258561,100262160
16,88850110,88875759
4,128953676,128996625
19,21635256,21640305
2,241845150,241877549
4,173426251,173433200
2,33763669,33768018
6,132707174,132713273
2,222084829,222090628
4,164612726,164615725
10,89232550,89254949
10,81485488,81501297
20,26261000,26319569
2,189118878,189123227
10,18840824,18863173
16,46402010,46501409
10,96868440,96877689
2,628423,634222
21,42845182,42848531
6,62178591,62231107
1,711052,847801
19,27732251,28102205
9,83958421,83975720
7,155196619,155202018
8,145535532,145563181
4,146917676,146928575
12,37868436,38954035
18,46023991,46041340
4,60814481,60818680
10,42532324,42784473
5,6711562,6715661
15,71706393,71714492
19,1220546,1261245
10,38771324,38905123
3,131707363,131714562
4,2043828,2070927
20,62446706,62469705
4,130065676,130069225
9,136931420,136944019
13,89419200,89440499
4,1871378,1875227
15,78110192,78113491
12,16418436,16421935
2,106694141,106701290
7,73825694,73875843
16,48417510,48420659
9,70320371,70573420
8,77544235,77558684
2,172905477,172910826
4,2231628,2271527
2,132896553,132946752
9,114244870,114254469
4,189892482,189897881
17,1,81195210
20,1,63025520
15,1,102531392
4,173426251,173433200
5,23896105,23920554
2,33763669,33768018
7,56759236,56770235
4,188040882,188044331
12,104729873,104733122
2,189118878,189123227
21,42845182,42848531
3,131707363,131714562
8,7195930,7838129
16,208961,227010
8,131060408,131063457
10,51294274,51497623
2,193197578,193743277
7,205597,217146
2,241670550,241694799
2,193763928,193766777
2,241845150,241877549
2,242862750,243101834
17,19916,52415
9,137209870,137231369
14,101922811,101948110
21,36260132,36263731
5,1419812,1449111
2,33763669,33768018
14,105604219,105690618
19,1456896,1472995
11,1072396,1086845
18,76738501,76741900
7,4823004,4846653
3,11979003,11986152
7,992204,1004003
14,105313119,105363218
8,144808552,144857001
8,144989552,145019351
4,111611977,111618276
4,133179026,133197575
16,1013960,1038009
8,144678747,144686246
13,63954600,64042299
4,993426,1007875
12,133084230,133091779
4,2043828,2070927
9,136855670,136859519
7,56759236,56770235
18,69140459,69488608
16,568060,781309
4,188040882,188044331
12,104729873,104733122
17,510166,518415
22,23411023,23414122
16,47176260,47195009
5,14580812,14583961
4,9966328,9972477
22,21686373,21786872
6,67801396,67857945
4,34989381,35045330
18,70142959,70172908
8,144136415,144156214
19,21831606,21840955
7,157716719,157721518
9,705491,709190
8,624240,627439
13,114504644,114508493
21,34692882,34697481
4,162405076,162438525
12,40556136,40567885
19,11294096,11297345
9,106608720,106652169
2,189118878,189123227
8,7195930,7838129
10,51294274,51497623
2,193197578,193743277
20,29521539,29561588
2,242862750,243101834
9,137209870,137231369
14,101922811,101948110
21,36260132,36263731
5,1419812,1449111
14,105604219,105690618
19,1456896,1472995
11,1072396,1086845
3,11979003,11986152
4,101958153,101966252
14,105313119,105363218
16,1013960,1038009
18,12634639,12704138
8,144678747,144686246
16,48417510,48420659
14,103983311,104019410
4,46034669,46056468
12,40743786,40764585
4,2043828,2070927
9,136855670,136859519
2,241757650,241760849
18,57591359,60942958
11,89484498,89567347
16,1812010,1919109
16,27340060,27352009
20,60638405,60651504
16,47176260,47195009
20,59822005,59829354
17,3363316,3515016
6,103156124,103268473
3,147823263,147840612
12,40710086,40726735
15,39371255,39377454
5,26383055,26395554
16,55599310,55619659
6,135352324,135363373
19,21831606,21840955
20,22146500,22153549
6,135319124,135325523
15,79176692,79184291
10,133452740,133458239
19,30001806,30006505
10,42532324,42784473
17,77674021,77684270
9,132204270,132218019
10,38771324,38905123
7,73825694,73875843
1,228254442,228260891
19,28771956,28777455
8,131060408,131063457
1,232891742,232898591
1,16366378,16389977
1,249135692,249203541
4,190866032,190926331
1,249216842,249228449
2,32023,35722
7,4155504,4162753
2,129783753,129788052
4,188040882,188044331
14,26282524,26285673
4,39708381,39714130
10,132988040,132992139
11,25749670,25754519
15,71706393,71714492
2,189118878,189123227
6,168716068,168719567
4,20404078,20426577
1,16366378,16389977
2,115626703,115640352
10,107995090,108006689
15,25419254,25463303
6,62924758,62930307
3,125673013,125679812
10,14994174,15061873
6,57159608,57166907
20,29803910,31607188
20,29803910,31607188
20,29803910,31607188
4,93538553,93580502
2,166009077,166017226
4,130065676,130069225
3,136020013,136028762
7,75356844,75371343
17,19916,52415
9,137209870,137231369
14,101922811,101948110
21,36260132,36263731
5,1419812,1449111
14,105604219,105690618
19,1456896,1472995
10,107995090,108006689
7,4823004,4846653
3,11979003,11986152
14,105313119,105363218
8,144808552,144857001
11,1241720,1266919
4,111611977,111618276
16,1013960,1038009
18,12634639,12704138
16,49888160,49893959
8,144678747,144686246
16,48417510,48420659
9,128507620,128523769
4,60324031,60348330
4,32286478,32306427
9,139007870,139021569
19,534846,543445
12,133084230,133091779
6,32357739,32361488
4,2043828,2070927
9,136855670,136859519
14,105804069,105966368
8,1948133,1952282
2,241757650,241760849
16,568060,781309
18,57591359,60942958
8,145535532,145563181
6,62924758,62930307
3,196694556,196697655
21,24767781,24791380
2,213357278,213371777
6,170107442,170141141
2,47796069,47804718
7,191047,195246
22,23411023,23414122
4,2231628,2271527
15,78110192,78113491
5,6711562,6715661
16,47176260,47195009
13,72099000,72176399
9,139216999,139271119
16,82159410,82186109
21,15588981,15604980
3,2494353,2498752
6,138311874,138316173
9,139936320,140019869
6,32344589,32350738
4,9966328,9972477
22,21686373,21786872
19,1527946,1578195
3,83969263,84073512
4,34322181,34426080
3,163921759,164017008
10,14994174,15061873
9,139696270,139751519
13,85529700,85580149
6,140910424,140959023
2,29337019,29377068
7,15685605,15723804
6,67367196,67393195
13,83260350,83283349
17,37997340,38020189
6,67193146,67215145
21,22886281,22901280
11,9315970,9329719
14,105770469,105782418
5,101706063,101717612
6,135352324,135363373
21,20936381,20945080
6,29334188,29342637
6,137986924,137994223
6,57159608,57166907
6,135319124,135325523
10,8688024,8692473
4,9971928,10055427
19,35758256,35761955
18,46023991,46041340
14,53387514,54274563
14,54333914,54419513
9,123951620,123961769
14,54426614,54432613
17,16000001,22200000
20,1,63025520
1,1,28000000
11,63400000,135006516
2,242862750,243101834
2,242862750,243101834
17,19916,52415
4,92270703,92286102
15,25419254,25463303
2,102967691,102973790
6,108609824,108615673
8,40468783,40475982
1,168571341,168575140
9,90816221,90822420
21,42845182,42848531
12,125023750,125027399
7,155196619,155202018
19,30001806,30006505
20,61070405,61078854
3,136020013,136028762
8,7195930,7838129
17,62901304,62923703
6,168716068,168719567
13,114919849,114931198
20,8050400,8088549
20,132950,154249
1,6064128,6067477
4,173426251,173433200
13,43299301,43303250
17,72333571,72336720
2,189118878,189123227
10,18840824,18863173
1,109568142,109583091
7,155196619,155202018
19,30001806,30006505
1,229663292,230131691
3,136020013,136028762
6,126180974,126187823
16,546310,557759
9,134617370,134623069
4,162445276,162457625
20,1,63025520
20,1,63025520
20,1,63025520
4,173426251,173433200
2,242862750,243101834
17,19916,52415
9,137209870,137231369
14,101922811,101948110
4,112237627,112243476
21,36260132,36263731
5,1419812,1449111
14,105604219,105690618
19,1456896,1472995
11,1072396,1086845
18,76738501,76741900
3,162129009,162156108
7,4823004,4846653
3,11979003,11986152
20,62747656,62767805
7,992204,1004003
14,105313119,105363218
8,144808552,144857001
22,18877423,19021072
2,239132934,239150883
22,19746123,19752822
2,129783753,129788052
16,1013960,1038009
18,12634639,12704138
3,71773213,71805112
8,70319636,70325935
16,49888160,49893959
8,144678747,144686246
16,48417510,48420659
14,103983311,104019410
9,128507620,128523769
4,60324031,60348330
11,544096,568345
4,46034669,46056468
12,40743786,40764585
4,32286478,32306427
16,2513160,2528209
4,993426,1007875
9,139007870,139021569
20,62192456,62204655
15,102023174,102032323
13,110433350,110442449
19,534846,543445
3,11757553,11763952
14,36001663,36006612
17,8923591,8928140
10,92616300,92619599
7,139874511,139877810
4,2043828,2070927
9,136855670,136859519
14,105804069,105966368
9,38065541,38070990
8,1948133,1952282
2,241757650,241760849
16,568060,781309
18,57591359,60942958
18,57591359,60942958
18,57591359,60942958
8,145535532,145563181
3,196694556,196697655
14,43488764,44025313
16,1812010,1919109
8,145105202,145172451
21,24824831,24891230
16,814560,864359
20,62661556,62682605
11,31648520,31665319
17,510166,518415
3,194989364,194996063
13,53419100,53424099
15,99190274,99194723
7,6691005,6695354
7,148393597,148397646
13,113861700,113865599
9,89559921,89563120
20,62325106,62375405
6,170107442,170141141
12,52206886,52217185
2,47796069,47804718
17,42428840,42434839
17,74233271,74237970
19,42058856,42063255
12,110149570,110153769
2,25562119,25566318
7,191047,195246
3,123165813,123169762
2,20422292,20426141
14,99639611,99643260
22,23411023,23414122
15,27111304,27114303
4,2231628,2271527
18,7561339,7579738
20,60638405,60651504
15,78110192,78113491
2,24712719,24715868
5,6711562,6715661
16,47176260,47195009
20,59822005,59829354
18,11507939,11513538
5,99000213,99230262
6,103156124,103268473
9,139495720,139591919
16,89098960,89186009
7,87317794,87371143
16,85643960,85684659
1,189601942,189634091
1,976102,1006801
9,140889420,140919169
16,82159410,82186109
16,89072010,89097959
12,40710086,40726735
2,238553084,238560283
6,34201589,34207688
3,13321953,13326902
10,88124850,88129249
6,138311874,138316173
12,1638242,1641591
9,139936320,140019869
17,30808503,30834152
20,62446706,62469705
5,72733456,72745455
5,462912,474611
6,107434524,107440523
4,2536428,2540227
19,1527946,1578195
11,99487836,99492735
12,39069586,39188385
