sourceId,start,end,yolo
14,102284705,102604464,id=Iafrate_180
14,102311069,102860109,id=Wong_4848
14,102952400,103123026,id=Mills_5768
14,102826080,103025316,id=Mills_5769
14,103088614,103559421,id=Redon_3949
14,104510023,105135264,id=Redon_3950
14,104613497,104665485,id=Mills_5770
14,104716428,105046658,id=Wong_4849
14,105143015,105506823,id=Wong_4850
14,105283701,105592846,id=Locke_2176
14,105202094,105583320,id=Sharp_770
14,105168261,105493811,id=Tuzun_441
14,105236131,105463686,id=McCarroll_1955
14,105138148,105700432,id=Wong_4851
14,105197449,106176098,id=Sebat_317
14,105219733,105535477,id=Wong_4852
14,105272849,105726613,id=Sharp_771
14,105327908,105701073,id=Wong_4853
14,105389486,105794497,id=Locke_2177
14,105426018,105773099,id=Sharp_772
14,105525783,106197139,id=McCarroll_1956
14,105462493,105856600,id=Wong_4854
14,105475985,105945031,id=Sasso_341
14,105635903,105913565,id=Wong_4855
14,105567543,105951665,id=Locke_2178
14,105585706,105933842,id=Sharp_773
14,105618855,106052351,id=Wong_4856
14,105858234,106227475,id=Iafrate_182
14,105792212,105963914,id=Mills_5771
14,105756762,106100229,id=Simon-Sanchez_5322
14,105818652,106233913,id=Wong_4857
14,105832451,106180978,id=Bejjani_377
14,105951395,106120780,id=Wong_4858
14,106031386,106286210,id=Wong_4859
14,105914189,106407241,id=Locke_2179
14,105918419,106339880,id=Sharp_774
14,105952069,106342361,id=Wong_4860
14,106055449,106484659,id=Redon_3069
14,18540353,18862535,id=Locke_2174
14,18498120,18911747,id=Locke_2256
14,18502807,18995679,id=Sharp_812
14,18584704,19156793,id=Wong_4822
14,18597059,18829122,id=Wong_4823
14,18698665,19738177,id=Redon_3929
14,19149220,19529850,id=Wong_4824
14,18977686,19420780,id=Wong_4825
14,19265115,19587698,id=Sebat_316
14,19136119,19631473,id=Redon_3036
14,19263389,19929648,id=Bejjani_376
14,19226460,19671285,id=Wong_4826
14,19324882,19790188,id=Wong_4827
14,19346121,19729059,id=Locke_2175
14,19602213,19701766,id=Mills_5726
14,20176639,20569779,id=Redon_3930
14,20246121,20703130,id=Redon_3037
14,20859297,21117621,id=Iafrate_174
14,20904214,21430859,id=Simon-Sanchez_5318
14,20941203,21099198,id=Mills_5727
14,21221043,21520616,id=Mills_5728
14,21373165,21664282,id=Wong_4828
14,21294956,21577591,id=Redon_3038
14,21444520,22064486,id=Sebat_333
14,21435913,21879139,id=Wong_4829
14,21576512,22004169,id=Wong_4830
14,21805282,22085759,id=Wong_4831
14,21864992,22189828,id=Redon_3039
14,23366306,23634524,id=Tuzun_436
14,23340633,23739363,id=Tuzun_437
14,23535893,23703236,id=Mills_5729
14,25148190,25628648,id=Redon_3931
14,25749706,25894772,id=Redon_3040
14,25893796,26090593,id=Mills_5730
14,26916817,27063364,id=Mills_5731
14,27056332,27667408,id=Redon_3932
14,27775923,28139454,id=Mills_5732
14,27978061,28207732,id=Mills_5733
14,28014679,28354337,id=Wong_4832
14,28575803,28776251,id=Iafrate_175
14,30339988,30532681,id=Mills_5734
14,31253336,31441466,id=Mills_5735
14,31869219,32208233,id=Redon_3933
14,32508706,32634233,id=Mills_5736
14,34011937,34130704,id=Mills_5737
14,33993505,34235305,id=Tuzun_438
14,33938215,34188267,id=Tuzun_439
14,34094160,34259903,id=McCarroll_1951
14,34329382,34539755,id=Mills_5738
14,34293893,34599771,id=Iafrate_176
14,34377770,34673296,id=Mills_5739
14,37709172,37966830,id=Redon_3041
14,37954693,38057570,id=McCarroll_1952
14,38559582,38812900,id=Mills_5740
14,38747715,38935008,id=Mills_5741
14,38986636,39343583,id=Mills_5742
14,39122686,39202225,id=Mills_5743
14,40482935,40683412,id=Redon_3042
14,40646819,40916166,id=Redon_3043
14,40572175,40995466,id=Wong_4833
14,40759128,41026534,id=Redon_3044
14,41074754,41375244,id=Redon_3934
14,41914206,42200172,id=Redon_3045
14,41824128,42271756,id=Redon_3935
14,42619468,43342288,id=Simon-Sanchez_5321
14,43448211,43766434,id=Redon_3936
14,43396808,43648722,id=Redon_3046
14,43550162,44021065,id=Simon-Sanchez_5319
14,43947123,44243723,id=Simon-Sanchez_5430
14,43951839,44458449,id=Redon_3937
14,44077684,44491875,id=Redon_3047
14,44600476,45154440,id=Redon_3938
14,44705404,45093378,id=Redon_3048
14,44769658,45403387,id=Simon-Sanchez_5320
14,44990629,45228522,id=Redon_3049
14,45294818,45561804,id=Wong_4834
14,45693957,46047079,id=Redon_3939
14,47155395,47646310,id=Redon_3940
14,47347541,47821846,id=Wong_4835
14,48433732,48631063,id=Mills_5744
14,52709558,52964979,id=Redon_3050
14,53074395,53294356,id=Wong_4836
14,53583502,53928846,id=Redon_3051
14,53762195,53846448,id=Mills_5745
14,54469971,54642280,id=Mills_5746
14,54709912,55061933,id=Mills_5747
14,58054147,58505600,id=Wong_4837
14,59379799,59795716,id=Redon_3941
14,59321357,59579781,id=Redon_3052
14,61487272,61959291,id=Simon-Sanchez_5431
14,63781476,64069488,id=Mills_5748
14,64155308,64387624,id=Redon_3053
14,67447224,67735981,id=Mills_5749
14,67857469,67883035,id=Mills_5750
14,67773469,68210366,id=Wong_4838
14,68329063,68512137,id=Mills_5751
14,69014218,69178811,id=Tuzun_440
14,68959095,69183431,id=McCarroll_1953
14,70968979,71230120,id=Mills_5752
14,71190585,71318312,id=Mills_5753
14,71767892,71969776,id=Redon_3054
14,72874677,73313663,id=Redon_3942
14,73536051,73735609,id=Redon_3055
14,74081475,74548798,id=Wong_4839
14,75237877,75559243,id=McCarroll_1954
14,76487729,76861108,id=Wong_4840
14,76960698,77230055,id=Mills_5754
14,77120622,77525080,id=Redon_3943
14,77153091,77478285,id=Redon_3056
14,77322601,77693350,id=Redon_3057
14,77935151,78151734,id=Redon_3058
14,77775416,78404470,id=Redon_3944
14,78089789,78328002,id=Redon_3059
14,78528721,78911271,id=Redon_3060
14,79074953,79303792,id=Mills_5755
14,80315716,80745323,id=Iafrate_178
14,81791571,82238509,id=Wong_4841
14,82006409,82257922,id=Redon_3945
14,83041010,83426241,id=Redon_3946
14,83434409,83621722,id=Mills_5756
14,83719046,83911267,id=Mills_5757
14,83802539,83957626,id=Mills_5758
14,84255191,84445032,id=Mills_5759
14,84377309,84548497,id=Mills_5760
14,84478691,84903201,id=Wong_4842
14,84500516,84739661,id=Redon_3061
14,84588639,84894825,id=Simon-Sanchez_5432
14,85048651,85242518,id=Mills_5761
14,85127028,85527041,id=Redon_3947
14,85128317,85316546,id=Redon_3062
14,85337888,85634851,id=Redon_3063
14,86153300,86422312,id=Redon_3948
14,86421976,86562355,id=Mills_5762
14,87085565,87296806,id=Mills_5763
14,87354449,87568184,id=Redon_3064
14,87535230,87909691,id=Mills_5764
14,89249959,89568521,id=Wong_4844
14,90150953,90477896,id=Wong_4845
14,92340483,92711361,id=Mills_5765
14,93192855,93424845,id=Redon_3065
14,94000778,94148838,id=Redon_3066
14,94583255,94709006,id=Mills_5766
14,96243247,96311368,id=Mills_5767
14,97006649,97253043,id=Redon_3067
14,97186346,97639408,id=Wong_4846
14,98482698,98659087,id=Redon_3068
15,99873121,100293872,id=Iafrate_193
15,100070730,100416381,id=Redon_3985
15,100012987,100429419,id=Locke_2202
15,100090536,100305149,id=Tuzun_475
15,18213688,21421465,id=Redon_3951
15,18291183,18594674,id=Wong_4861
15,18331882,18683880,id=Wong_4862
15,18229843,21424437,id=Redon_3070
15,18313383,18800793,id=Wong_4872
15,18397565,20264032,id=Sebat_318
15,18434526,18868590,id=Wong_4864
15,18555581,19031076,id=Locke_2181
15,18713538,19053353,id=Sharp_776
15,18813349,18990680,id=Tuzun_442
15,18689270,18927499,id=McCarroll_1957
15,18735348,20194186,id=Tuzun_443
15,18702332,20150317,id=Tuzun_444
15,18865179,19313911,id=Wong_4865
15,18946233,19332547,id=Wong_4866
15,19022259,19390153,id=Wong_4867
15,19117961,19313253,id=Wong_4868
15,18955848,19414064,id=Wong_4869
15,19063901,19416534,id=Locke_2180
15,19140662,19403840,id=Sharp_775
15,19171020,19389548,id=Wong_4870
15,19272550,19507308,id=Wong_4871
15,19334747,19672886,id=Wong_4863
15,19716191,20101663,id=Locke_2182
15,19691453,20197589,id=Wong_4873
15,19752629,20223439,id=Wong_4874
15,19898693,20287784,id=Wong_4875
15,20181212,20540640,id=Locke_2183
15,20135882,20400419,id=Wong_4877
15,20307368,20531829,id=Mills_5772
15,20328948,21336905,id=Gimelli_352
15,20322113,20790624,id=Wong_4878
15,20438619,20650591,id=Conrad_1281
15,20474554,20770758,id=Mills_5773
15,20716095,21078262,id=Wong_4879
15,21548927,21627683,id=Redon_3071
15,21804210,22582632,id=Redon_3952
15,21709049,22505463,id=Redon_3072
15,21872684,22061819,id=Wong_4880
15,22019615,22405729,id=Wong_4881
15,22210486,22305927,id=McCarroll_1958
15,22443276,22806929,id=Redon_3073
15,23140408,23636091,id=Iafrate_183
15,24939109,25024360,id=Conrad_1517
15,24872145,25020334,id=McCarroll_1959
15,25050287,25381763,id=Redon_3953
15,25905644,27778441,id=Gimelli_353
15,26042786,26827609,id=Redon_3954
15,26195511,26636866,id=Wong_4876
15,26317654,26791597,id=Wong_4882
15,26441373,26785130,id=Sharp_778
15,26601661,26913169,id=Wong_4883
15,27297339,27559669,id=Mills_5774
15,27453517,27808236,id=Tuzun_445
15,27465123,27944821,id=Wong_4884
15,27788796,28162440,id=Simon-Sanchez_5323
15,27969190,29030530,id=Redon_3955
15,28089472,28383290,id=Wong_4885
15,28107645,28757221,id=Sebat_319
15,28222166,28541151,id=Locke_2185
15,28239371,28510153,id=Sharp_779
15,28230851,28479319,id=Tuzun_446
15,28149544,28377271,id=Tuzun_447
15,28223350,28418854,id=Tuzun_448
15,28304083,28444069,id=Tuzun_449
15,28220511,28505201,id=Tuzun_450
15,28267797,28462057,id=Tuzun_451
15,28223619,28729643,id=Wong_4886
15,28298814,28417842,id=Tuzun_452
15,28213113,28566253,id=Tuzun_453
15,28200607,28563394,id=Tuzun_454
15,28201157,28580712,id=Locke_2186
15,28342889,28978101,id=Redon_3074
15,28563239,28966851,id=Wong_4887
15,28682627,29041439,id=Wong_4888
15,28779229,29151659,id=Wong_4889
15,28911902,29211080,id=Wong_4890
15,29382558,29872604,id=Locke_2187
15,29481983,30888754,id=Redon_3956
15,29417515,30221166,id=Simon-Sanchez_5325
15,29541815,29863311,id=Locke_2188
15,29751185,30910177,id=Redon_3075
15,29572941,29935876,id=Wong_4891
15,29729811,30230409,id=Sebat_320
15,29807949,30368330,id=Locke_2189
15,29868601,30307505,id=Sharp_780
15,29988119,30533029,id=Sharp_781
15,30059849,30476424,id=Locke_2190
15,30058056,30583801,id=Sharp_782
15,30197107,30731912,id=Sebat_321
15,30275283,30600258,id=Wong_4892
15,30400975,30704375,id=Wong_4893
15,30269542,30664042,id=Wong_4894
15,30554414,31182705,id=Simon-Sanchez_5324
15,30552071,30904618,id=Locke_2191
15,30603559,30883804,id=Iafrate_185
15,31206893,31651597,id=Wong_4895
15,31456915,31821562,id=Iafrate_186
15,32264789,32783854,id=Redon_3957
15,32245415,32485738,id=Iafrate_187
15,32327313,32497497,id=Sharp_783
15,32411004,32651038,id=Locke_2192
15,32265197,32861961,id=Redon_3076
15,32288288,32662528,id=Tuzun_455
15,32434072,32831383,id=Sebat_322
15,32382436,32660717,id=Mills_5775
15,32422959,32711611,id=Wong_4896
15,32436055,32749136,id=McCarroll_1960
15,32475857,32848268,id=Locke_2193
15,32359418,32700576,id=Sharp_784
15,32542914,32853450,id=Redon_3077
15,33764368,34064040,id=Mills_5776
15,34361587,34592413,id=Wong_4897
15,35421519,35948242,id=Redon_3958
15,36335712,36554326,id=Mills_5777
15,37662156,37900857,id=Wong_4898
15,38423957,38911421,id=Redon_3959
15,39789077,39947138,id=Redon_3078
15,40090910,40474368,id=Sharp_785
15,41193457,41249658,id=Mills_5778
15,41386895,41600656,id=Mills_5779
15,41432581,41954609,id=Redon_3960
15,41502873,41998975,id=Redon_3079
15,41646858,41740749,id=Conrad_1282
15,42116416,42265856,id=Mills_5780
15,42693714,43329741,id=Redon_3961
15,42837789,43271840,id=Redon_3080
15,46142410,46594159,id=Redon_3962
15,46508208,46633031,id=Mills_5781
15,48136139,48432939,id=Iafrate_188
15,48959273,49655320,id=Redon_3963
15,49049973,49731270,id=Redon_3081
15,51358291,51592341,id=Redon_3082
15,52111632,52192112,id=Wong_4900
15,52700487,53207004,id=Wong_4901
15,52991304,53086994,id=Tuzun_456
15,54492256,54715759,id=Redon_3083
15,54475178,54761325,id=McCarroll_1961
15,55237195,55503026,id=Mills_5782
15,55411285,55498499,id=Mills_5783
15,55405251,55806722,id=Wong_4902
15,55681366,55892352,id=Mills_5784
15,56854323,57042576,id=Mills_5785
15,56864964,57073341,id=Mills_5786
15,57222986,57432288,id=Wong_4903
15,59442735,59549765,id=Redon_3084
15,60456436,60556932,id=Mills_5787
15,61469912,61627865,id=Mills_5788
15,62715059,62772418,id=Mills_5789
15,63879793,64256240,id=Redon_3964
15,63867285,64260837,id=Sharp_786
15,64023157,64313868,id=Tuzun_457
15,64277563,64589809,id=Mills_5790
15,64810488,65139787,id=Simon-Sanchez_5433
15,66012159,66107613,id=Mills_5791
15,66137960,66347544,id=Mills_5792
15,66305333,66683954,id=Redon_3965
15,67419961,67631452,id=Redon_3966
15,67789057,68209455,id=Wong_4904
15,68758757,68888075,id=Mills_5793
15,68645828,68840783,id=Redon_3085
15,68743891,68872233,id=Mills_5794
15,69164682,69583825,id=Locke_2194
15,70325966,70770164,id=Locke_2195
15,70458089,71085642,id=Redon_3967
15,70417032,70972331,id=Iafrate_189
15,70621797,70922421,id=Mills_5795
15,71079554,71122958,id=Mills_5796
15,71829042,72329643,id=Redon_3968
15,72072843,72250988,id=Locke_2196
15,72038956,72305822,id=Gilles_356
15,73142402,73377247,id=Tuzun_458
15,74642094,74755042,id=Tuzun_459
15,74930257,75285700,id=Redon_3969
15,75016849,75182235,id=Wong_4905
15,75772297,75961203,id=Wong_4906
15,76492517,76701890,id=Mills_5797
15,76966862,77318204,id=Redon_3970
15,77263735,77495382,id=Redon_3086
15,77706410,77886966,id=Redon_3087
15,78522846,78965899,id=Sharp_787
15,78817500,79115839,id=Mills_5798
15,79580044,80114641,id=Redon_3971
15,79754271,80074293,id=Redon_3088
15,79936469,80319602,id=Simon-Sanchez_5326
15,80314453,80627300,id=Locke_2197
15,80421265,80763713,id=Sharp_788
15,80591866,81212206,id=Redon_3972
15,80727049,81271604,id=Iafrate_190
15,81173910,81545669,id=Sharp_789
15,82229395,82510382,id=Redon_3089
15,82481891,83065283,id=Redon_3973
15,82618551,83012512,id=Redon_3090
15,82503889,82782906,id=Wong_4907
15,82512517,82854323,id=Tuzun_460
15,82655503,83049862,id=Locke_2198
15,82528723,83017712,id=Sharp_790
15,82592525,82947102,id=Locke_2199
15,82726125,82891837,id=Sharp_791
15,82999071,83255519,id=Redon_3974
15,83336281,83857445,id=Redon_3975
15,83444372,83603836,id=Mills_5799
15,83459939,83664072,id=Locke_2200
15,83442083,83717794,id=Sharp_792
15,83746041,84092524,id=Mills_5800
15,84030071,84279590,id=Redon_3091
15,84207079,84460654,id=Mills_5801
15,84335353,84760554,id=Wong_4908
15,84760519,85116440,id=Redon_3092
15,85532813,85759381,id=Redon_3093
15,86250836,86295083,id=Mills_5802
15,87619334,87854776,id=Mills_5803
15,88233313,88618133,id=Redon_3976
15,88353652,88556531,id=Mills_5804
15,88346950,88721620,id=Redon_3094
15,88378421,88550793,id=Mills_5805
15,88435682,88744020,id=Mills_5806
15,89092957,89483399,id=Wong_4909
15,89146613,89479475,id=Wong_4910
15,89449458,90011575,id=Redon_3977
15,90223586,90616126,id=Redon_3095
15,90229438,90521191,id=Tuzun_461
15,90399692,90520686,id=Tuzun_462
15,90387645,90522637,id=Tuzun_463
15,90352169,90628476,id=Tuzun_464
15,90423162,90619227,id=Tuzun_465
15,90345571,90578061,id=Tuzun_466
15,90526341,90733915,id=Tuzun_467
15,90427387,90637075,id=Tuzun_468
15,90425992,90747510,id=Tuzun_469
15,90578070,90649139,id=Tuzun_470
15,90481025,90607264,id=Tuzun_471
15,90397360,90603761,id=Tuzun_472
15,90461146,90611740,id=Tuzun_473
15,90557195,90748286,id=Tuzun_474
15,91068796,91314299,id=Mills_5807
15,91415090,91714176,id=Redon_3096
15,93257399,93576263,id=Redon_3978
15,94158540,94484414,id=Redon_3979
15,94821051,95194373,id=Wong_4911
15,95443500,95872987,id=Redon_3980
15,95566944,95807160,id=Redon_3097
15,95709040,96132540,id=Iafrate_192
15,95693308,95939881,id=Mills_5808
15,96544620,96801617,id=Mills_5809
15,97977940,98765543,id=Redon_3981
15,98073526,98434935,id=Redon_3098
15,99050080,99319703,id=Locke_2201
15,99125163,99614346,id=Redon_3982
15,99361098,100010359,id=Redon_3099
15,99501067,99766675,id=Redon_3983
15,99701987,100113537,id=Simon-Sanchez_5327
15,99545433,100028663,id=Redon_3984
16,10874034,11081540,id=Mills_5813
16,1108701,1381932,id=Wong_4915
16,1065083,1329181,id=Mills_5810
16,12385559,12726217,id=Redon_3109
16,12387010,12636354,id=Redon_3110
16,1306541,1450642,id=Mills_5811
16,1345729,1701251,id=Wong_4779
16,14193999,14443686,id=Mills_5814
16,14338000,15370087,id=Redon_3992
16,14515368,14867700,id=Wong_4923
16,14779614,15035321,id=Tuzun_477
16,14835373,15131430,id=Tuzun_478
16,14849113,15095456,id=Tuzun_479
16,14916486,15083287,id=Fredman_358
16,15035708,15584995,id=Wong_4924
16,15210096,15592627,id=Wong_4925
16,15589046,15897087,id=Locke_2203
16,15784078,16079342,id=Wong_4926
16,15955448,16856060,id=Redon_3993
16,16013805,16325869,id=Locke_2204
16,16225180,16842309,id=Redon_3111
16,16377345,16841651,id=Wong_4927
16,16349603,16696259,id=Locke_2205
16,16472464,16854601,id=Wong_4928
16,16476022,16835607,id=Wong_4929
16,16788601,16874062,id=Tuzun_480
16,17285528,19123176,id=Redon_3112
16,17377457,19219221,id=Redon_3994
16,1639228,2089493,id=Wong_4916
16,18213008,18701397,id=Wong_4930
16,1815745,2088702,id=Wong_4917
16,18981485,19187567,id=Mills_5815
16,19760625,19894769,id=Mills_5816
16,19668986,20024856,id=Conrad_1284
16,20308440,20520353,id=Redon_3113
16,20243409,20612784,id=Conrad_1285
16,20751603,21331757,id=Wong_4931
16,21122369,21870451,id=Redon_3114
16,21103068,21964177,id=Redon_3995
16,21458836,22738008,id=Tuzun_481
16,21449814,22756242,id=Tuzun_482
16,21490763,21789211,id=Locke_2206
16,22182713,22753603,id=Redon_3996
16,22146010,22688955,id=Redon_3115
16,22240409,22603840,id=Wong_4932
16,22312798,22775012,id=Locke_2207
16,22239103,22754211,id=Sharp_793
16,22331666,22711931,id=Wong_4933
16,22423150,22772140,id=Wong_4934
16,22330514,22718438,id=Simon-Sanchez_5434
16,22395730,22844495,id=Sebat_323
16,23833869,24216966,id=Wong_4935
16,2394355,2746262,id=Wong_4918
16,2467919,2856303,id=Redon_3988
16,24666299,25230683,id=Redon_3997
16,24821032,25046509,id=Redon_3116
16,25214735,25450072,id=Wong_4936
16,2440628,2768753,id=Wong_4919
16,25366034,25870013,id=Redon_3998
16,127727,1200236,id=Redon_3987
16,26823581,26895196,id=Mills_5817
16,87136,467408,id=Wong_4912
16,27828705,28370944,id=Locke_2208
16,27967836,29160779,id=Redon_3999
16,28043828,28225220,id=Mills_5818
16,28134272,28491030,id=Martin_368
16,28189613,28560056,id=Wong_4937
16,28397508,28781495,id=Wong_4938
16,28432972,28715386,id=Martin_369
16,2837795,3107858,id=Wong_4920
16,28908299,29141788,id=Mills_5819
16,28967432,29164081,id=Hinds_971
16,29089039,29734261,id=Redon_4000
16,29524156,29768177,id=Wong_4939
16,29680184,29884334,id=Mills_5820
16,29830554,30163148,id=Wong_4940
16,29812580,30334695,id=Redon_4001
16,30514544,30921900,id=Locke_2209
16,30593165,30756409,id=Mills_5821
16,30604968,31083771,id=Wong_4941
16,30645242,31064916,id=Wong_4942
16,3135262,3395090,id=Wong_4921
16,31538751,34306288,id=Redon_4002
16,31743419,32148188,id=Wong_4943
16,31756659,32151554,id=Locke_2210
16,31748046,33898734,id=Redon_3117
16,31918507,32236311,id=Wong_4944
16,32035151,33602711,id=Sebat_324
16,32048201,32359471,id=Wong_4945
16,32030984,32347527,id=Tuzun_483
16,32212148,32467039,id=Locke_2213
16,32301932,32729715,id=Wong_4440
16,32269500,32790184,id=Locke_2211
16,32282079,32775345,id=Sharp_794
16,32383578,32819291,id=Locke_2214
16,32366050,32786631,id=Sharp_795
16,32392442,32791513,id=Wong_4946
16,32389810,32820509,id=Iafrate_195
16,32531789,33002245,id=Locke_2212
16,33117879,33546324,id=Wong_4947
16,33277390,33703753,id=Locke_2215
16,33271975,33578500,id=Sharp_796
16,33246537,33600970,id=Wong_4948
16,33738801,33939913,id=Wong_4949
16,33759489,34111355,id=Wong_4950
16,34190422,34767099,id=Redon_4003
16,34214079,34752785,id=Tuzun_484
16,34214550,34575919,id=Tuzun_485
16,34234058,34405092,id=Tuzun_486
16,34243084,34671114,id=Iafrate_196
16,34283468,34643490,id=Wong_4951
16,34172000,34948621,id=Redon_3118
16,34200180,34710280,id=Wong_4952
16,34365351,34657182,id=Iafrate_197
16,34403211,34747179,id=Wong_4953
16,3759822,4227062,id=Wong_4922
16,4123976,4394085,id=Redon_3100
16,44797457,44990988,id=Mills_5822
16,44861290,45087391,id=Mills_5823
16,44949523,45012981,id=Mills_5824
16,44973776,45175298,id=Mills_5825
16,44871342,45011353,id=Mills_5826
16,45779764,46309635,id=Redon_3119
16,45798515,46226559,id=Redon_4004
16,46851006,47047527,id=Redon_4005
16,47450660,47814061,id=Sebat_325
16,4566001,5326692,id=Simon-Sanchez_5436
16,4896734,5530347,id=Redon_3989
16,459092,627803,id=Wong_4913
16,439285,820977,id=Wong_4914
16,4850032,5420892,id=Redon_3101
16,51361981,51656730,id=Wong_4954
16,51761961,52196117,id=Iafrate_198
16,52147854,52309720,id=Mills_5827
16,52462262,52911071,id=Wong_4955
16,52809409,53104365,id=Redon_3120
16,53021255,53435079,id=Redon_4006
16,5247388,5416705,id=Tuzun_476
16,53260389,53420434,id=Redon_3121
16,53707332,54078218,id=Wong_4956
16,54221771,54592294,id=Redon_4007
16,54301675,54441263,id=Tuzun_487
16,54216598,54525866,id=Tuzun_488
16,54689818,55156751,id=Wong_4957
16,55089116,55368842,id=Mills_5828
16,5517714,5687691,id=Redon_3102
16,55998449,56495509,id=Wong_4958
16,57078772,57517136,id=Redon_4008
16,57125099,57238074,id=Mills_5829
16,58123648,58568725,id=Simon-Sanchez_5437
16,58899574,59096760,id=Mills_5830
16,59148270,59642564,id=Wong_4959
16,59526858,59892710,id=Wong_4960
16,62561940,62831447,id=Redon_3122
16,63899342,64296543,id=Wong_4961
16,6435395,6498612,id=Redon_3103
16,64830882,65090279,id=Wong_4962
16,6433348,7033491,id=Redon_3990
16,6464425,6779391,id=Redon_3104
16,6511789,7002324,id=Simon-Sanchez_5435
16,6554815,6768870,id=Redon_3105
16,6532897,6856320,id=Conrad_1283
16,67285871,67380155,id=Mills_5831
16,67634460,67831288,id=Mills_5832
16,68401620,68884647,id=Redon_4009
16,68431138,68940945,id=Wong_4963
16,68548824,68762007,id=Redon_3123
16,68489427,68661033,id=Fredman_357
16,68493238,68680280,id=Mills_5833
16,68550109,68977563,id=Locke_2216
16,68615804,68948238,id=Sharp_797
16,68676170,68982985,id=Wong_4964
16,68803917,69282682,id=Wong_4965
16,69171364,70058820,id=Redon_4010
16,69294350,69815598,id=Redon_3124
16,69241589,69486395,id=Mills_5834
16,69438960,69574692,id=Mills_5835
16,69519918,69722958,id=Mills_5836
16,69480269,69981496,id=Locke_2043
16,69538937,69944687,id=Sharp_678
16,6780723,7086943,id=Redon_3106
16,70509283,70951356,id=Redon_4011
16,70548213,70741025,id=Mills_5837
16,72195047,72414291,id=Redon_3125
16,72742874,73172099,id=Redon_4012
16,72747619,73074688,id=Wong_4966
16,73465913,73821659,id=Mills_5838
16,73680431,73978590,id=Wong_4967
16,73688544,73917606,id=Tuzun_489
16,73911756,74172065,id=Simon-Sanchez_5330
16,73872902,74150612,id=Redon_4013
16,74401790,74703494,id=Redon_3126
16,74678470,74958309,id=Redon_3127
16,75038779,75790390,id=Simon-Sanchez_5438
16,75608330,75889920,id=Mills_5839
16,75656416,75971719,id=Mills_5840
16,76034998,76359429,id=Mills_5841
16,76726925,77074704,id=Redon_4014
16,76686151,77071300,id=Redon_3128
16,76785541,77060093,id=Tuzun_490
16,77491596,77655143,id=Redon_3129
16,78260395,78520070,id=Redon_3130
16,7681958,7955480,id=Redon_3107
16,78786973,79142809,id=Wong_4968
16,79338695,79768985,id=Redon_3131
16,79368275,79606176,id=Conrad_1286
16,79499706,79838602,id=Simon-Sanchez_5331
16,79681213,79860340,id=Mills_5842
16,81795526,82061287,id=Wong_4969
16,82245934,82388208,id=Redon_3132
16,83165420,83351289,id=Tuzun_491
16,83664400,83822164,id=Feuk_840
16,83833845,84170596,id=Tuzun_492
16,83918272,84107213,id=Mills_5843
16,84436930,84618812,id=Iafrate_199
16,84741298,84892055,id=Redon_3133
16,85009272,85108955,id=Redon_3134
16,85365785,85567105,id=Redon_4015
16,85353962,85574876,id=Redon_3135
16,85800183,86117361,id=Wong_4970
16,85927111,86318407,id=Wong_4971
16,86333652,86757128,id=Wong_4972
16,86473237,86840337,id=Redon_4016
16,8557595,8687039,id=Mills_5812
16,86507124,86699101,id=Mills_5844
16,86536971,86762342,id=Mills_5845
16,86975884,87298946,id=Redon_4017
16,87024373,87391044,id=Wong_4973
16,87219762,87477612,id=Wong_4974
16,87289721,87572982,id=Wong_4975
16,87243147,87622184,id=Wong_4976
16,87817941,88248136,id=Redon_4018
16,88174981,88425154,id=Wong_4977
16,88191278,88545534,id=Wong_4978
16,88256290,88549664,id=Redon_4019
16,88479853,88773348,id=Iafrate_200
16,9655782,9763895,id=Redon_3108
16,9816084,10346570,id=Simon-Sanchez_5328
16,9844549,10249469,id=Redon_3991
17,10728241,11029538,id=Mills_5852
17,10868113,11170693,id=Conrad_1287
17,11124627,11271376,id=Tuzun_494
17,13226845,13664602,id=Locke_2218
17,13270146,13679307,id=Sharp_798
17,13772548,14202611,id=Redon_4022
17,13864069,14077361,id=Redon_3138
17,14861568,15015338,id=McCarroll_1962
17,15999120,16189006,id=Mills_5853
17,16325176,16934243,id=Redon_4023
17,16333378,16869476,id=Redon_3139
17,16478450,18350023,id=Tuzun_495
17,17293329,17459845,id=Wong_4990
17,18039808,18405811,id=Redon_4024
17,18201666,18241877,id=Tuzun_496
17,18036979,18467979,id=Wong_4992
17,18109921,18456987,id=Locke_2219
17,18407516,18717137,id=Wong_4993
17,18451784,18707549,id=Mills_5854
17,18641297,18746757,id=Mills_5855
17,18658481,19287013,id=Redon_4025
17,18910532,19357804,id=Wong_4994
17,19240053,19621287,id=Redon_3140
17,19279799,19600260,id=Conrad_1288
17,19396562,19699848,id=Mills_5856
17,19999249,20488958,id=Wong_4995
17,20210973,20799287,id=Redon_4026
17,20223748,20445532,id=Wong_4996
17,20098464,20497482,id=Wong_4997
17,21108484,22197334,id=Redon_4027
17,21239985,21771827,id=Redon_3141
17,21247197,21377429,id=Mills_5857
17,21611783,21843354,id=Wong_4998
17,21812720,21867099,id=Tuzun_497
17,21720087,21930215,id=Tuzun_498
17,21877873,22578513,id=Redon_4028
17,2069293,2321417,id=Mills_5846
17,22650495,22992122,id=Simon-Sanchez_5333
17,22773160,23253854,id=Redon_4029
17,23204275,23401858,id=Mills_5858
17,2351058,2608329,id=Mills_5847
17,25321415,25651799,id=Mills_5859
17,2438646,2730544,id=Wong_4981
